trans_time,amt,lat,long,city_pop,merch_lat,merch_long,is_fraud
22,40.96,34.0287,-118.4924,92043,33.462578,-118.506039,0
22,62.19,38.7897,-93.8702,2368,38.862207,-93.588373,0
22,4.57,41.0539,-106.0763,100,41.066121,-106.104742,0
22,128.57,47.2271,-117.0819,895,46.770708,-117.179994,0
22,46.35,38.2427,-122.9145,337,38.973142,-122.315697,0
22,36.45,34.3795,-118.523,34882,34.046275,-118.965314,0
22,662.08,39.7417,-93.6289,271,40.023795,-93.622165,0
22,17.05,43.0351,-108.2024,19408,43.890111,-107.556235,0
22,36.84,46.5901,-117.1692,761,46.559552,-118.070635,0
22,34.59,38.4549,-122.2564,94014,37.724774,-122.944581,0
22,83.17,33.9143,-118.3493,93193,34.621022,-118.386341,0
22,9.24,43.7857,-124.1437,260,43.318591,-123.936561,0
22,2.87,44.6255,-116.4493,129,45.116883,-117.227413,0
22,3.59,40.201,-98.0684,732,40.716672,-98.453864,0
22,23.58,44.6255,-116.4493,129,44.90805,-116.763251,0
22,55.5,40.4591,-98.5551,463,39.82662,-97.731831,0
22,37.59,38.4305,-90.387,35439,37.917929,-89.697843,0
22,1.6,38.2427,-122.9145,337,38.928118,-122.046231,0
22,1.14,36.7651,-94.0492,760,35.925296,-94.927435,0
22,1.95,41.4972,-98.7858,509,40.976923,-98.369761,0
22,7.56,20.0271,-155.3697,1490,21.008236,-156.144516,0
22,7.04,41.0539,-106.0763,100,41.012785,-105.324853,0
22,3.52,38.4305,-90.387,35439,38.544715,-91.159127,0
22,42.53,32.9396,-105.8189,899,33.618644,-106.642855,0
22,33.48,33.7467,-117.1721,54287,32.866982,-117.78754,0
22,40.61,40.029,-93.1607,602,39.806016,-92.633784,0
22,1.57,33.9143,-118.3493,93193,33.071585,-117.69103,0
22,25.1,40.9207,-96.168,206,41.202088,-95.85296,0
23,186.57,38.2911,-92.7059,1847,37.776583,-92.432475,0
23,131.47,48.4786,-122.3345,14871,49.459642,-122.259066,0
23,60.08,47.4974,-122.0107,50489,46.918746,-121.783865,0
23,2.12,37.3272,-91.0243,241,37.432571,-91.891995,0
23,136.59,38.046,-122.1866,198,37.359362,-121.593036,0
23,68.83,39.7795,-93.3014,964,39.059971,-94.225731,0
23,10.3,38.2427,-122.9145,337,38.049705,-123.379258,0
23,34.63,38.046,-122.1866,198,38.596416,-121.471683,0
23,683.97,48.4786,-122.3345,14871,48.957465,-122.613165,0
23,82.5,20.0271,-155.3697,1490,20.634619,-156.204758,0
23,43.79,45.6892,-122.6616,299480,46.287315,-123.093816,0
23,3.17,34.1556,-118.2322,172817,33.492558,-117.233357,0
23,484.59,43.0048,-108.8964,1645,42.528823,-109.890394,0
23,3.66,35.7206,-108.0271,5662,35.148594,-107.932947,0
23,1.09,38.9621,-94.5959,545147,38.450367,-94.142789,0
23,77.99,35.9866,-106.0654,18408,36.274903,-105.312961,0
23,4.55,38.046,-122.1866,198,38.632211,-121.251981,0
23,2.34,40.8874,-111.9027,13983,41.885617,-112.037576,0
23,90.71,38.9999,-109.615,46,38.323817,-109.175613,0
23,7.58,36.6659,-105.4694,606,35.919509,-106.054868,0
23,1.04,38.3511,-91.4867,6703,38.687724,-90.853863,0
23,33.52,34.9889,-106.0609,7268,35.807778,-105.545934,0
23,200.77,45.6892,-122.6616,299480,46.225718,-122.740692,0
23,3.47,36.6659,-105.4694,606,36.602989,-104.581864,0
23,88.65,41.0233,-98.9041,2202,40.38439,-97.977262,0
23,4.77,34.1092,-117.7183,35705,34.279655,-117.703495,0
23,48.42,40.1362,-95.2138,1631,40.107721,-95.767825,0
23,44.19,41.366,-98.0054,1749,40.533796,-98.955316,0
23,37.26,37.3304,-121.7913,973849,37.027699,-122.47387,0
23,34.5,47.4974,-122.0107,50489,48.16212,-121.435863,0
0,34.12,38.4549,-122.2564,94014,37.508275,-123.046899,0
0,1.94,65.6899,-156.292,277,66.491163,-156.147982,0
0,85.62,42.8801,-117.281,641,42.727376,-117.623625,0
0,138.25,20.0271,-155.3697,1490,19.885986,-154.851301,0
0,64.24,32.9396,-105.8189,899,33.551994,-105.991041,0
0,26.96,38.2911,-92.7059,1847,37.940619,-92.93161,0
0,107.63,40.4815,-92.9951,3805,39.735427,-92.757015,0
0,52.27,39.3199,-106.6596,61,38.507893,-105.915424,0
0,76.23,38.9999,-109.615,46,39.725484,-109.687698,0
0,64.48,38.4305,-90.387,35439,38.181042,-89.637838,0
0,7.17,45.3099,-122.9685,28278,44.363062,-123.158208,0
0,4.75,40.4931,-91.8912,519,41.216102,-92.272643,0
0,122.47,41.6125,-122.5258,589,41.924176,-122.608601,0
0,1.05,46.5901,-117.1692,761,46.211119,-116.470672,0
0,147.71,38.046,-122.1866,198,37.304221,-122.86075,0
0,112.6,39.4336,-91.0664,4593,39.8238,-91.206307,0
0,38.19,43.0351,-108.2024,19408,43.481744,-107.365892,0
0,7.02,38.4305,-90.387,35439,37.838551,-89.730136,0
1,55.84,41.6125,-122.5258,589,40.916074,-122.251967,0
1,116.45,39.7795,-93.3014,964,39.348793,-94.207321,0
1,65.08,41.0539,-106.0763,100,41.267974,-106.699706,0
1,130.34,36.4992,-120.0936,123,37.109648,-119.846644,0
1,57.05,33.3305,-105.6933,8874,32.875003,-105.561026,0
1,680.62,32.9396,-105.8189,899,33.493335,-105.137591,0
1,129.57,40.1959,-92.4333,805,40.394467,-92.204571,0
1,111.41,43.0172,-111.0292,471,42.629995,-110.433873,0
1,152.71,45.8289,-118.4971,1302,44.979661,-118.8069,0
1,88.5,38.6171,-90.4504,927396,38.593411,-89.462656,0
1,65.34,37.3272,-91.0243,241,37.30484,-91.823368,0
1,5.45,35.9866,-106.0654,18408,36.704095,-105.516115,0
1,28.35,41.606,-109.23,27971,40.888037,-108.54683,0
1,60.97,34.1556,-118.2322,172817,33.434443,-117.636933,0
1,44.13,48.34,-122.3456,85,49.050303,-122.149568,0
1,71.26,44.6255,-116.4493,129,43.934636,-117.355996,0
1,6.95,43.0172,-111.0292,471,42.053955,-110.228644,0
1,12.24,45.5303,-122.7033,841711,45.761135,-122.221426,0
1,89.69,33.9143,-118.3493,93193,33.150747,-118.884086,0
1,7.27,38.2911,-92.7059,1847,38.693549,-93.170151,0
1,88.33,45.5303,-122.7033,841711,45.251157,-122.847162,0
2,36.15,33.8419,-117.6043,233717,32.89611,-117.457339,0
2,91.8,36.6704,-93.0377,1201,36.672556,-92.567077,0
2,69.83,37.6787,-122.478,107941,37.003753,-123.354326,0
2,5.24,40.201,-98.0684,732,39.654855,-97.511923,0
2,55.13,38.046,-122.1866,198,38.271194,-122.532174,0
2,49.75,36.6659,-105.4694,606,36.697702,-104.890116,0
2,35.22,41.4972,-98.7858,509,40.590006,-98.75715,0
2,188.91,48.4786,-122.3345,14871,48.551815,-121.431103,0
2,61.1,36.6659,-105.4694,606,37.030036,-104.748493,0
2,189.58,41.606,-109.23,27971,41.878116,-109.499715,0
2,218.64,33.7467,-117.1721,54287,34.152619,-117.320321,0
2,31.97,41.9404,-124.1587,1930,41.917265,-125.036343,0
2,41.34,40.029,-93.1607,602,40.869851,-92.98768,0
2,60.98,40.6267,-96.7456,142,40.25719,-97.55494,0
2,53.9,39.4336,-91.0664,4593,39.754967,-90.114811,0
2,112.69,36.6704,-93.0377,1201,36.535367,-93.487471,0
2,49.64,48.8878,-118.2105,149,49.6147,-118.943044,0
2,472.18,35.2563,-111.95,759,35.079206,-111.724329,0
2,93.75,39.7532,-105.6356,565,40.657797,-104.694055,0
2,63.97,48.8878,-118.2105,149,49.423538,-118.749525,0
2,71.84,47.4852,-120.4158,584,48.19873,-120.56607,0
2,113.51,38.5319,-93.9221,467,38.874286,-94.124708,0
2,46.63,41.6423,-104.1974,635,42.411803,-104.108008,0
3,79.81,39.3199,-106.6596,61,39.724258,-106.123624,0
3,119.41,40.201,-98.0684,732,40.383369,-98.656721,0
3,59.37,40.3207,-110.436,302,40.919111,-109.480001,0
3,135.31,39.7795,-93.3014,964,39.476519,-92.338316,0
3,59.79,40.7268,-124.2174,276,39.904903,-124.273507,0
3,71.6,33.7163,-116.3381,4677,34.70416,-116.332032,0
3,107.48,39.1412,-94.3515,123373,38.859498,-94.630809,0
3,78.89,38.7897,-93.8702,2368,38.049041,-93.978526,0
3,43.0,44.7957,-110.6137,369,45.178976,-111.44931,0
3,193.21,33.7467,-117.1721,54287,34.588223,-118.144619,0
3,36.39,43.6498,-116.4306,84106,43.306659,-115.627895,0
3,7.5,34.0287,-118.4924,92043,33.487653,-119.453043,0
3,38.83,41.4247,-105.4781,35371,41.623874,-105.996902,0
3,46.32,47.2271,-117.0819,895,47.680028,-117.432124,0
3,59.3,41.71,-111.9817,2078,41.355119,-112.155572,0
3,1.45,39.3199,-106.6596,61,39.319984,-106.883203,0
3,105.6,39.7795,-93.3014,964,39.430904,-93.347254,0
3,139.42,41.6964,-96.9858,1063,41.397886,-97.880623,0
3,58.09,40.4591,-98.5551,463,40.289607,-97.840338,0
4,66.43,38.5319,-93.9221,467,39.102251,-94.623478,0
4,222.4,38.9621,-94.5959,545147,38.274294,-94.747439,0
4,76.13,41.4193,-99.3844,73,41.693445,-99.284827,0
4,7.19,43.0048,-108.8964,1645,42.994201,-107.980661,0
4,6.85,39.6171,-102.4776,207,40.267884,-102.887958,0
4,4.58,40.1362,-95.2138,1631,39.365811,-94.842031,0
4,9.23,32.9396,-105.8189,899,33.181595,-106.480204,0
4,49.33,32.9396,-105.8189,899,32.333241,-106.814461,0
4,81.79,41.0233,-98.9041,2202,40.818184,-98.516937,0
4,94.91,38.2911,-92.7059,1847,38.91648,-93.564426,0
4,8.95,39.3199,-106.6596,61,39.320942,-105.824186,0
4,59.97,45.0838,-120.6649,60,44.13508,-119.817149,0
4,102.07,42.8801,-117.281,641,42.246616,-116.749375,0
4,9.77,37.7773,-119.0825,633,36.821401,-119.202072,0
4,54.82,36.1486,-105.6648,247,36.046382,-105.132496,0
4,51.77,33.5494,-111.9565,17047,33.034157,-111.75002,0
4,84.26,41.0552,-110.1603,49,41.306479,-110.605916,0
4,54.46,47.2271,-117.0819,895,47.754683,-116.924509,0
4,62.47,38.9999,-109.615,46,39.733543,-109.31289,0
4,63.38,34.9889,-106.0609,7268,35.414242,-106.584266,0
4,59.53,48.34,-122.3456,85,47.686728,-123.181227,0
4,63.2,33.8419,-117.6043,233717,33.338283,-117.683957,0
5,115.87,33.5494,-111.9565,17047,32.592182,-111.444362,0
5,90.23,33.6401,-116.5567,1661,34.188815,-117.398162,0
5,135.28,43.7575,-122.481,597,44.379407,-121.830924,0
5,147.22,38.2427,-122.9145,337,37.423654,-123.229625,0
5,36.29,48.8878,-118.2105,149,48.119025,-118.730711,0
5,4.73,41.6125,-122.5258,589,40.947035,-122.639063,0
5,3.28,37.7773,-119.0825,633,37.622258,-119.971899,0
5,55.24,41.6414,-96.5232,1745,40.950278,-95.616305,0
5,66.52,47.4974,-122.0107,50489,47.00009,-121.144212,0
5,44.18,39.1412,-94.3515,123373,39.00715,-94.941064,0
5,94.82,39.5102,-104.7216,84861,38.970864,-104.090886,0
5,50.77,41.6414,-96.5232,1745,42.315862,-95.799287,0
5,16.08,47.9657,-116.868,4161,47.084201,-117.419239,0
5,31.85,38.5234,-120.6763,832,39.034987,-119.703477,0
5,37.13,36.4992,-120.0936,123,37.131648,-120.09026,0
5,27.36,41.6414,-96.5232,1745,41.17079,-96.91242,0
5,83.88,35.0203,-106.5503,310,34.855912,-106.216991,0
5,4.82,33.0067,-117.069,1241364,32.861151,-117.40978,0
5,3.61,43.0172,-111.0292,471,43.028789,-111.729633,0
6,85.41,43.0048,-108.8964,1645,42.816514,-109.838459,0
6,3.34,34.5715,-118.0231,171170,34.039214,-118.247162,0
6,41.07,37.6787,-122.478,107941,38.591314,-121.729813,0
6,68.65,37.3272,-91.0243,241,36.63393,-91.998016,0
6,62.08,43.0172,-111.0292,471,42.635562,-110.166725,0
6,70.45,38.9999,-109.615,46,39.22157,-109.969091,0
6,66.5,33.2887,-111.0985,2872,34.105503,-112.033169,0
6,1.05,39.8127,-120.6405,1725,39.569989,-120.634441,0
6,12.78,43.6498,-116.4306,84106,44.245878,-116.495736,0
6,54.38,39.047,-122.9328,11256,38.914006,-122.784886,0
6,36.53,38.9999,-109.615,46,38.217398,-110.156118,0
6,107.95,45.671,-121.8686,1288,46.198749,-121.936135,0
6,54.53,38.2352,-104.66,151815,37.354396,-104.058626,0
6,21.08,44.453,-123.1065,917,43.456859,-122.16837,0
6,92.14,41.6423,-104.1974,635,42.447729,-103.688678,0
6,2.36,33.0067,-117.069,1241364,32.618477,-117.033059,0
6,48.44,33.0067,-117.069,1241364,32.940505,-116.421763,0
6,66.84,45.671,-121.8686,1288,45.7014,-121.372312,0
6,1.63,36.0434,-90.2907,1120,36.463862,-90.172187,0
6,68.26,38.3511,-91.4867,6703,38.536046,-90.741972,0
6,94.47,40.3207,-110.436,302,39.594473,-110.226372,0
6,50.9,38.5662,-121.3286,757530,39.268243,-121.82288,0
6,6.95,40.6267,-96.7456,142,40.710793,-97.723217,0
6,47.39,64.7556,-165.6723,145,64.19964,-164.746489,0
6,92.17,33.5494,-111.9565,17047,32.758916,-112.87999,0
6,67.89,48.8878,-118.2105,149,49.08644,-117.565764,0
6,59.13,45.3099,-122.9685,28278,44.978731,-122.378538,0
6,83.42,39.7795,-93.3014,964,39.911644,-93.423143,0
6,96.53,39.7795,-93.3014,964,39.819445,-93.611862,0
6,6.25,34.5189,-112.2523,1179,34.508934,-112.821557,0
6,8.3,39.3199,-106.6596,61,38.887924,-107.499404,0
6,54.04,38.5662,-121.3286,757530,37.7314,-120.660364,0
6,705.4,32.9396,-105.8189,899,33.706382,-106.110671,0
7,5.01,39.6171,-102.4776,207,39.471575,-102.951032,0
7,96.9,43.0351,-108.2024,19408,43.060463,-108.361416,0
7,16.99,40.4931,-91.8912,519,40.795337,-92.63675,0
7,37.71,44.9897,-122.6187,1252,45.506739,-121.715975,0
7,9.93,40.507,-123.9743,1139,40.600006,-124.269163,0
7,67.13,33.7163,-116.3381,4677,33.060166,-116.996212,0
7,1.57,39.8127,-120.6405,1725,38.955848,-120.409553,0
7,5.0,39.2048,-94.0259,464,40.166711,-93.982654,0
7,31.54,38.4305,-90.387,35439,39.261701,-89.599356,0
7,56.75,47.2271,-117.0819,895,48.17944,-116.849628,0
7,7.57,35.4311,-105.9409,923,36.367102,-105.050575,0
7,47.19,46.1966,-118.9017,3684,46.812881,-119.645508,0
7,62.12,38.5677,-109.5271,9772,38.0227,-109.853826,0
7,13.84,37.7175,-112.4777,258,37.788241,-111.989102,0
7,77.07,39.6662,-104.835,389246,38.86075,-105.447778,0
7,39.35,32.7185,-117.1593,1241364,31.758758,-116.389989,0
7,59.07,40.7268,-124.2174,276,40.008932,-123.543386,0
7,215.79,33.5623,-112.0559,1312922,34.547981,-111.23014,0
7,39.74,40.7692,-103.0968,648,40.164094,-103.311577,0
7,2.0,34.0443,-118.2509,2383912,33.778098,-118.018198,0
7,9.04,41.4193,-99.3844,73,41.11977,-99.601772,0
7,53.82,32.274,-104.0914,1925,32.352648,-105.036062,0
7,54.45,33.9056,-118.0818,105549,33.635477,-117.787097,0
7,44.02,43.0351,-108.2024,19408,43.980365,-107.7372,0
7,100.7,36.4992,-120.0936,123,36.535209,-119.414791,0
7,54.72,38.2352,-104.66,151815,38.32855,-105.191234,0
7,55.44,45.671,-121.8686,1288,45.235988,-121.647118,0
7,137.92,42.825,-124.4409,217,42.219381,-123.55609,0
7,8.34,39.2048,-94.0259,464,38.338499,-94.750209,0
7,62.51,34.9889,-106.0609,7268,34.008891,-105.436207,0
8,183.5,34.3795,-118.523,34882,34.004312,-119.052997,0
8,36.98,40.3207,-110.436,302,41.286729,-109.709829,0
8,30.75,33.3305,-105.6933,8874,33.811805,-106.561039,0
8,2.77,33.615,-117.7114,45303,33.231652,-118.582213,0
8,3.27,38.8881,-104.6556,525713,39.077557,-104.375056,0
8,126.79,41.71,-111.9817,2078,40.813195,-111.777821,0
8,107.37,45.0838,-120.6649,60,45.511564,-121.155324,0
8,1.27,44.8021,-122.7624,9587,44.121094,-122.60122,0
8,60.36,33.5623,-112.0559,1312922,33.99484,-111.293496,0
8,105.97,41.1558,-101.136,1789,41.847295,-100.637671,0
8,76.18,40.029,-93.1607,602,39.678308,-93.874243,0
8,73.43,45.8289,-118.4971,1302,46.544202,-119.292294,0
8,8.32,46.5901,-117.1692,761,46.69702,-116.449317,0
8,98.27,39.7795,-93.3014,964,40.652327,-94.254467,0
8,55.85,33.7467,-117.1721,54287,33.613849,-116.910124,0
8,5.84,39.3199,-106.6596,61,39.998702,-107.605542,0
8,65.92,39.4584,-106.3851,277,39.818608,-106.97875,0
8,48.35,35.2563,-111.95,759,34.594348,-112.663125,0
9,1.5,34.5715,-118.0231,171170,33.990108,-118.470717,0
9,75.17,39.4336,-91.0664,4593,38.585897,-91.469323,0
9,6.98,43.921,-122.7806,1420,43.115578,-122.149765,0
9,36.82,39.7532,-105.6356,565,40.468084,-106.041507,0
9,61.54,33.6401,-116.5567,1661,34.540864,-115.797947,0
9,80.68,43.0172,-111.0292,471,43.98704,-111.533414,0
9,75.46,37.6787,-122.478,107941,38.55478,-122.164588,0
9,43.23,46.1966,-118.9017,3684,46.804202,-119.461749,0
9,130.89,42.8801,-117.281,641,42.631344,-117.470244,0
9,61.29,38.9999,-109.615,46,38.72145,-109.323889,0
9,70.36,40.1362,-95.2138,1631,39.878239,-94.89298,0
9,2.41,39.3199,-106.6596,61,39.910779,-106.53335,0
9,89.6,38.5234,-120.6763,832,39.516811,-120.231514,0
9,5.13,45.5303,-122.7033,841711,45.06924,-122.250057,0
9,45.85,45.3099,-122.9685,28278,46.076004,-123.400596,0
9,46.24,40.3928,-111.7941,42384,39.719013,-112.139565,0
9,323.09,38.9999,-109.615,46,38.887238,-110.117582,0
9,2.75,41.6125,-122.5258,589,42.236743,-123.066909,0
9,176.27,40.4591,-98.5551,463,40.538874,-97.633164,0
10,27.12,39.5994,-105.0044,320420,38.8097,-104.342949,0
10,5.68,33.0067,-117.069,1241364,33.390459,-117.729271,0
10,117.08,34.9889,-106.0609,7268,34.101162,-106.001256,0
10,115.34,38.5234,-120.6763,832,38.889985,-119.844853,0
10,36.65,32.7185,-117.1593,1241364,31.952051,-117.671839,0
10,86.1,38.2911,-92.7059,1847,38.882068,-93.187283,0
10,112.14,42.277,-97.1926,566,41.673137,-96.762854,0
10,52.43,38.5662,-121.3286,757530,37.68816,-121.826301,0
10,222.5,33.7467,-117.1721,54287,33.779052,-116.606183,0
10,30.08,33.615,-117.7114,45303,34.362843,-117.920866,0
10,55.99,43.0048,-108.8964,1645,43.741029,-109.271645,0
10,56.57,36.7154,-89.6287,1019,37.526003,-89.869212,0
10,98.86,34.1556,-118.2322,172817,34.416444,-119.175986,0
10,6.98,38.046,-122.1866,198,38.84889,-122.606875,0
11,181.18,39.5994,-105.0044,320420,40.062796,-104.366429,0
11,114.08,46.7531,-121.9898,759,47.506307,-121.918805,0
11,43.97,41.9404,-124.1587,1930,42.040575,-123.789019,0
11,76.19,33.2887,-111.0985,2872,32.575595,-110.453718,0
11,115.11,38.2427,-122.9145,337,39.162446,-123.62944,0
11,159.59,41.6964,-96.9858,1063,41.322727,-96.935071,0
11,44.85,43.7857,-124.1437,260,43.926821,-123.209043,0
11,21.03,35.2563,-111.95,759,35.780881,-111.925386,0
11,6.62,43.921,-122.7806,1420,43.000715,-122.890785,0
11,56.14,34.5189,-112.2523,1179,34.190297,-112.047407,0
11,7.81,34.1092,-117.7183,35705,34.378234,-116.894219,0
11,36.56,33.3305,-105.6933,8874,33.566366,-106.270005,0
11,1.8,34.0287,-118.4924,92043,34.438187,-118.173378,0
11,181.17,38.9621,-94.5959,545147,38.108795,-94.125446,0
11,204.1,41.5403,-122.9366,308,41.962183,-123.519774,0
11,206.38,33.2887,-111.0985,2872,32.642667,-111.742112,0
11,67.0,41.366,-98.0054,1749,41.600709,-97.16567,0
11,33.92,40.507,-123.9743,1139,39.998861,-123.241297,0
12,55.39,37.7878,-122.1884,381459,37.907618,-122.709047,0
12,79.17,43.0351,-108.2024,19408,42.250167,-108.496881,0
12,141.44,34.3795,-118.523,34882,34.984949,-118.220002,0
12,90.88,41.6414,-96.5232,1745,41.498675,-96.188884,0
12,261.23,39.1412,-94.3515,123373,38.16714,-94.800098,0
12,128.84,40.9207,-96.168,206,40.204173,-96.212628,0
12,8.7,40.3207,-110.436,302,39.69092,-110.97387,0
12,72.6,40.7692,-103.0968,648,41.739552,-102.405672,0
12,47.64,41.0552,-110.1603,49,41.034727,-110.07849,0
12,85.64,43.6498,-116.4306,84106,44.291202,-117.164838,0
12,56.78,44.453,-123.1065,917,45.320711,-123.74551,0
12,18.9,39.3199,-106.6596,61,38.615942,-107.330637,0
12,44.69,45.3099,-122.9685,28278,44.88311,-122.43977,0
12,1.01,33.9056,-118.0818,105549,33.933125,-117.455657,0
12,77.17,36.6659,-105.4694,606,36.216534,-106.28973,0
12,2.99,37.3272,-91.0243,241,36.33358,-91.234157,0
12,8.69,48.34,-122.3456,85,47.443507,-123.132869,0
12,8.13,48.4786,-122.3345,14871,49.217428,-121.661623,0
12,4.15,39.1412,-94.3515,123373,39.397665,-93.8966,0
12,451.86,33.8155,-112.1202,1312922,34.282343,-111.4782,0
12,15.0,46.7531,-121.9898,759,46.593914,-121.144743,0
12,5.4,40.9207,-96.168,206,41.865683,-97.019285,0
12,11.26,46.1966,-118.9017,3684,46.075994,-119.081042,0
12,1.51,41.4247,-105.4781,35371,42.345585,-105.454395,0
12,5.95,40.2967,-98.737,493,40.099787,-97.899437,0
12,161.06,37.3272,-91.0243,241,38.183983,-91.814529,0
12,7.62,38.9829,-93.9757,9512,38.060514,-94.401266,0
12,36.18,41.6964,-96.9858,1063,42.355431,-96.730313,0
12,36.31,40.7692,-103.0968,648,40.243663,-102.620103,0
12,59.21,45.671,-121.8686,1288,45.845767,-121.189517,0
12,95.97,40.201,-98.0684,732,40.192583,-98.737977,0
12,6.33,38.2911,-92.7059,1847,38.019882,-93.100129,0
12,57.6,33.7467,-117.1721,54287,34.31432,-118.079281,0
12,118.58,38.577,-90.5255,92608,38.999259,-90.898283,0
12,6.83,36.6659,-105.4694,606,35.887445,-105.83067,0
12,59.06,36.4992,-120.0936,123,35.946052,-119.817522,0
12,11.57,41.6964,-96.9858,1063,42.511877,-97.026784,0
12,5.36,36.6659,-105.4694,606,36.476033,-105.643483,0
13,6.09,38.7897,-93.8702,2368,38.691968,-94.6827,0
13,16.22,39.5994,-105.0044,320420,39.294798,-104.433101,0
13,5.02,39.047,-122.9328,11256,39.922552,-122.650487,0
13,1.59,40.3406,-120.2824,104,40.379945,-120.921706,0
13,5.18,40.8874,-111.9027,13983,41.024836,-112.498705,0
13,28.43,34.1556,-118.2322,172817,35.144362,-118.840885,0
13,171.77,42.73,-104.7024,241,43.112103,-104.251748,0
13,31.06,46.5901,-117.1692,761,45.68591,-117.545915,0
13,1.83,40.6267,-96.7456,142,40.333724,-96.308469,0
13,4.79,43.0048,-108.8964,1645,43.321215,-108.246162,0
13,58.44,39.6171,-102.4776,207,38.943338,-101.556322,0
13,6.79,35.9866,-106.0654,18408,35.157999,-106.108726,0
13,69.65,33.9056,-118.0818,105549,33.010193,-117.956897,0
13,51.13,39.7795,-93.3014,964,38.852889,-92.318913,0
13,33.72,41.4193,-99.3844,73,42.211842,-99.38775,0
13,42.98,34.9889,-106.0609,7268,34.457953,-106.361845,0
13,75.75,43.0048,-108.8964,1645,43.560717,-109.220711,0
13,4.1,47.4974,-122.0107,50489,46.865884,-121.700239,0
13,1.25,41.9404,-124.1587,1930,42.437011,-124.248331,0
13,19.2,44.8021,-122.7624,9587,44.755894,-122.122338,0
13,55.08,48.4786,-122.3345,14871,49.422505,-122.372602,0
13,39.18,40.3207,-110.436,302,41.159566,-110.183781,0
13,11.91,38.577,-90.5255,92608,37.853199,-90.535646,0
13,97.22,39.7532,-105.6356,565,40.007232,-105.136679,0
13,16.45,33.0067,-117.069,1241364,33.847689,-116.389513,0
13,1.39,41.4247,-105.4781,35371,40.612554,-106.14896,0
13,11.68,41.6125,-122.5258,589,41.33165,-121.648958,0
13,36.72,39.5102,-104.7216,84861,39.22481,-104.882242,0
13,37.23,41.6423,-104.1974,635,40.993242,-103.662995,0
13,8.09,38.9621,-94.5959,545147,38.063446,-94.979738,0
13,40.37,39.5994,-105.0044,320420,40.189373,-105.18001,0
13,41.11,43.0172,-111.0292,471,42.984645,-111.622312,0
13,4.86,41.4972,-98.7858,509,41.166687,-98.013719,0
14,13.16,38.7897,-93.8702,2368,38.847964,-94.781494,0
14,16.83,36.6659,-105.4694,606,36.708436,-105.674513,0
14,1.01,37.3304,-121.7913,973849,37.072933,-121.084727,0
14,9.95,43.0351,-108.2024,19408,43.880505,-108.392228,0
14,10.26,48.34,-122.3456,85,48.655618,-123.273094,0
14,20.63,39.8854,-105.1139,92337,39.232687,-104.76612,0
14,37.51,33.7163,-116.3381,4677,33.839304,-116.27395,0
14,146.51,48.4786,-122.3345,14871,48.677527,-121.627458,0
14,62.72,33.2887,-111.0985,2872,34.05299,-110.479625,0
14,17.41,44.9897,-122.6187,1252,44.35839,-122.923483,0
14,1.33,40.507,-123.9743,1139,41.063032,-123.037752,0
14,37.03,35.9866,-106.0654,18408,36.550252,-106.752166,0
14,2.33,39.5994,-105.0044,320420,39.926221,-104.096313,0
14,2.97,38.7897,-93.8702,2368,37.932685,-94.734017,0
14,118.66,34.0287,-118.4924,92043,33.121767,-119.247431,0
14,74.63,36.6704,-93.0377,1201,36.024574,-92.933552,0
14,8.61,42.73,-104.7024,241,42.127461,-103.977187,0
14,4.91,39.8422,-105.1097,122111,39.012037,-104.797225,0
14,1.36,35.9866,-106.0654,18408,36.38596,-106.306668,0
14,64.31,43.921,-122.7806,1420,44.776206,-122.320706,0
14,10.26,34.3795,-118.523,34882,35.330983,-119.457553,0
14,5.75,38.7897,-93.8702,2368,38.806973,-94.208528,0
14,70.05,41.0233,-98.9041,2202,40.536673,-98.995249,0
14,1.11,41.4247,-105.4781,35371,41.293576,-105.139081,0
14,8.25,42.73,-104.7024,241,42.411762,-104.050458,0
14,30.51,38.9621,-94.5959,545147,39.499553,-94.745174,0
14,79.77,43.0048,-108.8964,1645,43.425607,-108.168734,0
14,61.56,36.4992,-120.0936,123,35.57748,-120.726943,0
14,12.73,34.1556,-118.2322,172817,33.910189,-119.0864,0
14,104.18,43.6498,-116.4306,84106,43.354804,-116.154547,0
14,8.88,39.7417,-93.6289,271,40.108551,-93.722805,0
14,46.37,41.6423,-104.1974,635,41.870182,-104.004062,0
14,13.89,45.6892,-122.6616,299480,44.922923,-121.965467,0
14,4.31,38.4549,-122.2564,94014,38.760679,-122.338996,0
14,4.43,40.507,-123.9743,1139,41.046447,-122.993798,0
14,5.2,33.6773,-118.0051,190249,33.078848,-118.939758,0
15,194.84,33.2887,-111.0985,2872,33.034712,-111.326484,0
15,2.13,32.9396,-105.8189,899,33.147798,-106.572027,0
15,5.49,42.73,-104.7024,241,42.828216,-105.565334,0
15,15.59,46.5901,-117.1692,761,46.164647,-116.480335,0
15,8.5,36.7651,-94.0492,760,37.575528,-94.249506,0
15,6.62,40.2967,-98.737,493,39.766555,-99.189213,0
15,505.9,42.8801,-117.281,641,42.272008,-116.898637,0
15,18.11,33.8155,-112.1202,1312922,34.719587,-112.82939,0
15,1.18,42.825,-124.4409,217,43.503894,-123.785499,0
15,28.31,41.4193,-99.3844,73,41.144624,-98.964569,0
15,57.0,43.0048,-108.8964,1645,42.027664,-108.140628,0
15,9.83,45.5303,-122.7033,841711,45.321389,-122.630261,0
